year,country,artist_name,song_name,language,style,gender,main_singers,key,BPM,energy,danceability,happiness,loudness,acousticness,instrumentalness,liveness,speechiness,final_place
2021,Australia,Montaigne,Technicolour,English,Pop,Female,1,A Minor,119,57,67,27,6 dB,7,0,27,3,
2021,North Macedonia,Vasil,Here I Stand,English,Ballad,Male,1,G Major,138,20,32,13,11 dB,51,0,32,4,
2021,Ireland,Lesley Roy,Maps,English,Pop,Female,1,G Major,143,83,54,55,7 dB,2,0,36,4,
2021,Cyprus,Elena Tsagrinou,El Diablo,English,Pop,Female,1,A Minor,114,66,66,62,8 dB,0,0,84,13,16
2021,Norway,Tix,Fallen Angel,English,Pop,Male,1,Cs Major,93,65,54,28,5 dB,7,0,11,3,18
2021,Croatia,Albina,Tick-Tock,"English, Croatian",Pop,Female,1,E Minor,126,76,77,76,5 dB,5,0,34,4,
2021,Belgium,Hooverphonic,The Wrong Place,English,Ballad,Female,1,F Major,80,73,49,25,4 dB,5,0,16,4,19
2021,Israel,Eden Alene,Set Me Free,English,Pop,Female,1,Cs Minor,107,66,75,47,7 dB,28,0,10,8,17
2021,Romania,Roxen,Amnesia,English,Ballad,Female,1,Bb Minor,120,69,58,25,6 dB,13,0,16,14,
2021,Azerbaijan,Efendi,Mata Hari,English,Pop,Female,1,E Minor,100,68,71,46,6 dB,1,0,26,4,20
2021,Ukraine,Go_A,Shum,Ukrainian,Traditional,Female,1,E Major,118,74,53,50,5 dB,5,0,11,6,5
2021,Malta,Destiny,Je me casse,English,Pop,Female,1,Ab Minor,112,87,76,78,4 dB,15,0,28,11,7
2021,San Marino,Senhit,Adrenalina,English,Dance,Mix,2,Bb Minor,104,89,67,53,6 dB,0,0,39,8,
2021,Estonia,Uku Suviste,The Lucky One,English,Ballad,Male,1,Ab Minor,176,64,40,41,9 dB,4,0,9,7,
2021,Czech Republic,Benny Cristo,Omaga,English,Ballad,Male,1,Fs Major,122,87,72,89,6 dB,11,0,34,3,
2021,Greece,Stefania,Last Dance,English,Pop,Female,1,D Minor,147,91,53,39,5 dB,2,0,7,4,10
2021,Austria,Vincent Bueno,Amen,English,Ballad,Male,1,Cs Major,80,38,44,8,10 dB,1,0,8,4,
2021,Poland,Rafal,The Ride,English,Pop,Male,1,B Minor,132,77,69,93,7 dB,40,0,25,3,
2021,Moldova,Natalia Gordienko,Sugar,English,Pop,Female,1,B Minor,120,76,69,51,7 dB,0,1,13,5,13
2021,Iceland,Dadi og Gagnamagnio,10 Years,English,Pop,Male,1,D Minor,123,62,80,44,7 dB,1,0,9,4,
2021,Serbia,Hurricane,Loco Loco,Serbian,Pop,Female,3,C Major,105,92,65,60,4 dB,17,0,16,12,15
2021,Georgia,Tornike Kipiani,You,English,Ballad,Male,1,C Major,134,37,50,12,8 dB,24,4,19,2,
2021,Albania,Anxhela Peristeri,Karma,Albanian,Ballad,Female,1,G Minor,150,63,52,19,10 dB,0,0,13,4,21
2021,Portugal,The Black Mamba,Love Is on My Side,English,Traditional,Male,1,E Major,66,42,28,24,7 dB,34,0,20,3,12
2021,Bulgaria,Victoria,Growing Up Is Getting Old,English,Ballad,Female,1,G Major,93,18,52,25,8 dB,69,0,9,3,11
2021,Finland,Blind Channel,Dark Side,English,Rock,Male,2,G Major,98,96,57,44,4 dB,0,0,27,11,6
2021,Latvia,Samanta Tina,The Moon Is Rising,English,Ballad,Female,1,Bb Minor,150,63,66,33,8 dB,4,0,14,14,
2021,Switzerland,Gjon's Tears,Tout l'univers,French,Ballad,Male,1,A Minor,123,37,52,19,9 dB,83,0,15,3,3
2021,Denmark,Fyr og Flamme,Ove os pa hinanden,Danish,Pop,Male,2,C Major,124,87,68,96,6 dB,1,0,34,3,
2021,Netherlands,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",Ballad,Male,1,C Minor,95,72,72,54,5 dB,48,0,23,6,11
2021,Spain,Blas Canto,Voy a quedarme,Spanish,Ballad,Male,1,Eb Major,76,72,52,36,5 dB,21,0,8,5,24
2021,United Kingdom,James Newman,Embers,English,Pop,Male,1,Fs Major,126,82,68,72,5 dB,0,0,11,6,26
2021,Germany,Jendrik,I Don't Feel Hate,English,Pop,Male,1,F Minor,114,84,83,75,5 dB,19,0,3,21,25
2021,France,Barbara Pravi,Voila,French,Ballad,Female,1,D Minor,135,34,45,60,9 dB,77,0,30,6,2
2021,Italy,Maneskin,Zitti e buoni,Italian,Rock,Male,1,E Minor,103,94,63,64,3 dB,0,0,42,7,1
2019,Cyprus,Tamta,Replay,English,Dance,Female,1,B Minor,102,68,71,50,5 dB,5,0,6,7,13
2019,Montenegro,D mol,Heaven,English,Pop,Mix,6,D Major,92,73,53,47,8 dB,21,0,31,5,
2019,Finland,Darude feat. Sebastian Rejman,Look Away,English,Dance,Male,1,B Minor,126,89,50,48,4 dB,1,0,15,5,
2019,Poland,Tulia,Fire of Love,"Polish, English",Traditional,Female,4,A Major,96,78,59,78,4 dB,2,21,64,3,
2019,Slovenia,Zala Kralj & Gasper santl,Sebi,Slovene,Ballad,Mix,2,G Minor,108,65,78,74,7 dB,18,2,16,4,15
2019,Czech Republic,Lake Malawi,Friend of a Friend,English,Pop,Male,1,A Minor,106,74,70,41,5 dB,27,0,7,6,11
2019,Hungary,Joci Papai,Az en apam,Hungarian,Ballad,Male,1,Eb Minor,96,45,63,33,8 dB,55,0,10,4,
2019,Belarus,ZENA,Like It,English,Dance,Female,1,G Minor,105,80,71,35,8 dB,29,0,20,5,24
2019,Serbia,Nevena Bozovic,Kruna,Serbian,Ballad,Female,1,Ab Minor,158,48,20,16,6 dB,21,0,13,3,18
2019,Belgium,Eliot,Wake Up,English,Ballad,Male,1,G Minor,145,20,37,23,12 dB,89,0,9,4,
2019,Georgia,Oto Nemsadze,Keep on Going,Georgian,Traditional,Male,1,B Minor,120,70,32,30,5 dB,49,0,26,4,
2019,Australia,Kate Miller-Heidke,Zero Gravity,English,Opera,Female,1,Fs Major,132,54,46,26,2 dB,57,0,41,4,9
2019,Iceland,Hatari,Hatrio mun sigra,Icelandic,Dance,Mix,2,E Minor,110,67,57,48,10 dB,0,0,9,8,10
2019,Estonia,Victor Crone,Storm,English,Pop,Male,1,D Major,128,59,62,29,5 dB,5,0,8,3,20
2019,Portugal,Conan Osiris,TelemOveis,Portuguese,Traditional,Male,1,G Major,123,37,71,24,12 dB,62,3,8,5,
2019,Greece,Katerine Duska,Better Love,English,Pop,Female,1,Ab Major,88,69,37,35,5 dB,1,0,9,6,21
2019,San Marino,Serhat,Say Na Na Na,English,Dance,Male,1,Db Minor,118,92,68,74,5 dB,0,0,36,8,19
2019,Armenia,Srbuk,Walking Out,English,Pop,Female,1,Db Major,130,57,43,17,8 dB,0,23,10,4,
2019,Ireland,Sarah McTernan,22,English,Pop,Female,1,C Major,125,45,71,67,9 dB,12,0,65,5,
2019,Moldova,Anna Odobescu,Stay,English,Ballad,Female,1,C Minor,156,62,42,24,5 dB,29,0,20,3,
2019,Switzerland,Luca Hanni,She Got Me,English,Dance,Male,1,B Minor,97,75,66,48,6 dB,6,0,8,5,4
2019,Latvia,Carousel,That Night,English,Pop,Female,1,G Minor,93,46,67,51,10 dB,68,0,9,4,
2019,Romania,Ester Peony,On a Sunday,English,Pop,Female,1,C Minor,72,49,35,33,6 dB,13,0,11,6,
2019,Denmark,Leonora,Love Is Forever,"English, French",Pop,Female,1,Db Major,136,42,73,79,5 dB,58,0,7,3,12
2019,Sweden,John Lundvik,Too Late for Love,English,Ballad,Male,1,C Major,104,75,40,42,4 dB,20,0,7,7,5
2019,Austria,PAENDA,Limits,English,Ballad,Female,1,C Major,131,36,46,18,12 dB,81,0,11,6,
2019,Croatia,Roko,The Dream,"English, Croatian",Ballad,Male,1,F Minor,114,60,61,24,10 dB,49,61,34,3,
2019,Malta,Michela,Chameleon,English,Pop,Female,1,Bb Minor,98,70,71,85,4 dB,28,0,17,7,14
2019,Lithuania,Jurij Veklenko,Run with the Lions,English,Pop,Male,1,C Major,158,64,60,41,7 dB,1,39,8,5,
2019,Russia,Sergey Lazarev,Scream,English,Ballad,Male,1,Bb Major,92,52,33,26,7 dB,9,0,8,4,3
2019,Albania,Jonida Maliqi,Ktheju tokes,Albanian,Traditional,Female,1,Db Major,117,70,57,58,6 dB,2,0,21,5,17
2019,Norway,KEiiNO,Spirit in the Sky,English,Dance,Mix,3,A Minor,122,75,61,36,6 dB,14,0,11,6,6
2019,Netherlands,Duncan Laurence,Arcade,English,Ballad,Male,1,A Minor,72,33,45,27,13 dB,82,0,14,4,1
2019,North Macedonia,Tamara Todevska,Proud,English,Ballad,Female,1,C Minor,92,42,36,28,6 dB,82,0,14,3,7
2019,Azerbaijan,Chingiz,Truth,English,Pop,Male,1,Ab Minor,101,62,63,73,7 dB,5,0,10,4,8
2019,Germany,S!sters,Sister,English,Ballad,Female,2,C Major,142,45,56,22,9 dB,39,0,7,4,25
2019,Israel,Kobi Marimi,Home,English,Ballad,Male,1,Ab Major,110,42,55,23,7 dB,70,0,14,4,23
2019,United Kingdom,Michael Rice,Bigger than Us,English,Ballad,Male,1,C Major,82,55,52,57,8 dB,1,0,9,3,26
2019,France,Bilal Hassani,Roi,"French, English",Pop,Female,1,Fs Minor,140,67,55,54,7 dB,21,0,12,4,16
2019,Italy,Mahmood,Soldi,Italian,Pop,Male,1,Eb Minor,95,59,73,35,10 dB,4,0,31,5,2
2019,Spain,Miki,La Venda,Spanish,Pop,Male,1,C Minor,148,81,62,80,5 dB,8,0,33,6,22
2018,Azerbaijan,Aisel,X My Heart,English,Pop,Female,1,Ab Major,120,77,52,27,10 dB,0,80,14,3,
2018,Iceland,Ari Olafsson,Our Choice,English,Ballad,Male,1,B Major,130,49,48,7,10 dB,0,92,31,3,
2018,Albania,Eugent Bushpepa,Mall,Albanian,Rock,Male,4,E Major,95,76,39,41,6 dB,0,79,12,3,11
2018,Belgium,Sennek,A Matter of Time,English,Pop,Female,1,C Minor,88,59,66,59,6 dB,12,0,20,3,
2018,Czech Republic,Mikolas Josef,Lie to Me,English,Pop,Male,1,Fs Minor,106,70,83,64,6 dB,0,0,36,12,6
2018,Lithuania,Ieva Zasimauskaite,When We're Old,English,Ballad,Female,1,Bb Major,90,19,34,4,15 dB,87,85,16,4,12
2018,Israel,Netta,Toy,English,Pop,Female,1,Eb Minor,130,71,79,80,5 dB,7,0,24,7,1
2018,Belarus,Alekseev,Forever,English,Ballad,Male,1,A Minor,117,59,38,41,5 dB,60,0,20,4,
2018,Estonia,Elina Nechayeva,La forza,Italian,Opera,Female,1,D Minor,94,60,23,26,8 dB,50,0,27,4,8
2018,Bulgaria,Equinox,Bones,English,Pop,Mix,5,Fs Minor,88,57,51,43,9 dB,2,39,11,4,14
2018,North Macedonia,Eye Cue,Lost and Found,English,Pop,Female,1,Ab Major,120,76,75,56,3 dB,7,6,11,4,
2018,Croatia,Franka,Crazy,English,Pop,Female,1,A Minor,98,41,67,37,8 dB,36,0,63,3,
2018,Austria,Cesar Sampson,Nobody but You,English,Pop,Male,1,B Minor,85,51,50,43,6 dB,9,0,36,3,3
2018,Greece,Yianna Terzi,Oniro mou,Greek,Pop,Female,1,Db Minor,150,66,42,18,7 dB,2,0,12,4,
2018,Finland,Saara Aalto,Monsters,English,Pop,Female,1,C Minor,122,73,58,27,4 dB,1,0,6,4,25
2018,Armenia,Sevak Khanagyan,Qami,Armenian,Pop,Male,1,D Minor,75,50,34,23,8 dB,18,0,27,4,
2018,Switzerland,ZiBBZ,Stones,English,Pop,Female,1,A Minor,84,81,49,56,6 dB,4,0,18,5,
2018,Ireland,Ryan O'Shaughnessy,Together,English,Traditional,Male,1,F Major,94,32,70,28,13 dB,73,0,12,4,16
2018,Cyprus,Eleni Foureira,Fuego,English,Pop,Female,1,B Minor,101,74,59,52,5 dB,6,0,58,10,2
2018,Norway,Alexander Rybak,That's How You Write a Song,English,Pop,Male,1,Bb Minor,104,61,74,96,10 dB,1,0,6,5,15
2018,Romania,The Humans,Goodbye,English,Pop,Female,1,E Major,101,46,47,10,9 dB,1,84,15,3,
2018,Serbia,Sanja Ilic & Balkanika,Nova deca,Serbian,Traditional,Mix,2,B Minor,125,87,38,30,4 dB,8,0,30,11,19
2018,San Marino,Jessika feat. Jenifer Brening,Who We Are,English,Pop,Female,1,Ab Minor,127,75,67,61,6 dB,5,0,16,4,
2018,Denmark,Rasmussen,Higher Ground,English,Traditional,Male,1,B Minor,82,85,47,42,5 dB,2,0,13,4,9
2018,Russia,Julia Samoylova,I Won't Break,English,Pop,Female,1,Ab Minor,91,80,52,11,9 dB,0,81,11,3,
2018,Moldova,DoReDoS,My Lucky Day,English,Pop,Mix,3,B Minor,122,87,74,82,5 dB,1,0,32,7,10
2018,Netherlands,Waylon,Outlaw in 'Em,English,Rock,Male,1,B Minor,87,88,58,73,6 dB,6,0,34,5,18
2018,Australia,Jessica Mauboy,We Got Love,English,Pop,Female,1,G Major,114,82,61,30,4 dB,0,0,23,7,20
2018,Georgia,Ethno-Jazz Band Iriao,For You,Georgian,Pop,Male,3,A Minor,121,56,27,21,6 dB,55,0,21,4,
2018,Poland,Gromee feat. Lukas Meijer,Light Me Up,English,Dance,Male,1,Bb Major,123,74,55,46,6 dB,11,0,14,5,
2018,Malta,Christabelle,Taboo,English,Pop,Female,1,G Major,122,62,64,15,6 dB,20,0,63,4,
2018,Hungary,AWS,Viszlat nyar,Hungarian,Rock,Male,1,Eb Minor,164,94,33,34,3 dB,0,0,19,6,21
2018,Latvia,Laura Rizzotto,Funny Girl,English,Pop,Female,1,C Major,118,52,69,10,6 dB,40,0,13,5,
2018,Sweden,Benjamin Ingrosso,Dance You Off,English,Pop,Male,1,Ab Major,109,69,73,76,5 dB,10,0,11,7,7
2018,Montenegro,Vanja Radovanovic,Inje,Montenegrin,Rock,Male,1,Fs Minor,79,45,49,34,6 dB,39,0,55,3,
2018,Slovenia,Lea Sirk,"Hvala, ne!",Slovene,Pop,Female,1,Db Major,140,60,81,36,8 dB,1,0,10,5,22
2018,Ukraine,Melovin,Under the Ladder,English,Dance,Male,1,Bb Minor,140,74,53,33,8 dB,0,92,10,3,17
2018,Portugal,Claudia Pascoal,O jardim,Portuguese,Pop,Female,1,Bb Major,120,31,50,10,10 dB,84,0,28,4,26
2018,United Kingdom,SuRie,Storm,English,Pop,Female,1,Bb Major,116,72,65,38,7 dB,2,0,22,4,24
2018,Germany,Michael Schulte,You Let Me Walk Alone,English,Pop,Male,1,B Major,75,28,45,42,10 dB,78,0,10,3,4
2018,France,Madame Monsieur,Mercy,French,Pop,Female,1,E Minor,97,54,65,17,7 dB,7,0,58,5,13
2018,Italy,Ermal Meta & Fabrizio Moro,Non mi avete fatto niente,Italian,Pop,Male,2,Fs Major,90,88,57,76,5 dB,34,0,16,5,5
2018,Spain,Amaia & Alfred,Tu canciOn,Spanish,Pop,Mix,2,C Major,120,31,48,26,8 dB,87,0,10,3,23
2017,Sweden,Robin Bengtsson,I Can't Go On,English,Pop,Male,1,E Minor,109,67,74,46,5 dB,3,0,14,5,5
2017,Georgia,Tamara Gachechiladze,Keep the Faith,English,Pop,Female,1,G Minor,132,67,27,19,6 dB,15,0,10,6,
2017,Australia,Isaiah,Don't Come Easy,English,Pop,Male,1,B Minor,79,63,33,55,4 dB,26,0,27,5,9
2017,Albania,Lindita,World,English,Pop,Female,1,C Major,85,77,42,30,5 dB,14,0,29,4,
2017,Belgium,Blanche,City Lights,English,Pop,Female,1,C Minor,130,45,61,15,9 dB,24,0,21,3,4
2017,Montenegro,Slavko Kalezic,Space,English,Pop,Male,1,A Minor,120,94,58,54,4 dB,1,0,11,9,
2017,Finland,Norma John,Blackbird,English,Ballad,Female,1,D Major,81,33,28,12,11 dB,85,8,14,3,
2017,Azerbaijan,Dihaj,Skeletons,English,Pop,Female,1,Fs Minor,91,65,47,30,7 dB,4,0,10,4,14
2017,Portugal,Salvador Sobral,Amar pelos dois,Portuguese,Ballad,Male,1,F Major,88,10,21,17,18 dB,85,0,26,3,1
2017,Greece,Demy,This Is Love,English,Pop,Female,1,A Minor,128,68,54,22,8 dB,0,0,11,3,19
2017,Poland,Kasia Mos,Flashlight,English,Pop,Female,1,D Major,120,68,44,19,6 dB,6,0,37,5,22
2017,Moldova,Sunstroke Project,"Hey, Mamma!",English,Dance,Male,1,Bb Minor,110,81,83,64,6 dB,24,1,7,11,3
2017,Iceland,Svala,Paper,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2017,Czech Republic,Martina Barta,My Turn,English,Pop,Female,1,G Major,86,42,36,16,6 dB,44,0,31,4,
2017,Cyprus,Hovig,Gravity,English,Pop,Male,1,Bb Minor,75,73,59,72,7 dB,4,0,11,9,21
2017,Armenia,Artsvik,Fly with Me,English,Pop,Female,1,E Minor,90,80,58,33,5 dB,79,6,8,15,18
2017,Slovenia,Omar Naber,On My Way,English,Ballad,Male,1,D Major,67,55,42,14,6 dB,30,0,52,4,
2017,Latvia,Triana Park,Line,English,Pop,Female,1,Ab Minor,126,64,71,36,7 dB,1,0,19,4,
2017,Serbia,Tijana Bogicevic,In Too Deep,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2017,Austria,Nathan Trent,Running on Air,English,Pop,Male,1,A Major,90,54,71,54,5 dB,11,0,23,3,16
2017,North Macedonia,Jana Burceska,Dance Alone,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2017,Malta,Claudia Faniello,Breathlessly,English,Ballad,Female,1,Db Major,76,48,52,19,6 dB,66,0,9,3,
2017,Romania,Ilinca ft. Alex Florea,Yodel It!,English,Pop,Mix,2,Bb Major,174,91,45,77,5 dB,1,0,12,15,7
2017,Netherlands,O'G3NE,Lights and Shadows,English,Pop,Female,3,Fs Major,128,73,41,51,5 dB,22,0,14,8,11
2017,Hungary,Joci Papai,Origo,Hungarian,Traditional,Male,1,A Minor,108,73,55,45,6 dB,58,0,48,22,8
2017,Denmark,Anja,Where I Am,English,Pop,Female,1,Bb Minor,91,75,40,65,5 dB,4,0,49,13,20
2017,Ireland,Brendan Murray,Dying to Try,English,Ballad,Male,1,F Minor,164,48,44,19,7 dB,63,0,11,3,
2017,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,English,Pop,Mix,2,G Minor,140,94,71,57,4 dB,8,0,12,1,
2017,Croatia,Jacques Houdek,My Friend,"English, Italian",Opera,Male,1,C Major,138,65,42,30,6 dB,21,0,17,5,13
2017,Norway,JOWST,Grab the Moment,English,Pop,Male,1,E Minor,104,61,69,32,7 dB,12,0,9,9,10
2017,Switzerland,Timebelle,Apollo,English,Pop,Female,1,Bb Major,87,56,61,28,6 dB,11,0,11,9,
2017,Belarus,Naviband,Story of My Life,Belarusian,Pop,Mix,2,E Major,155,97,46,43,4 dB,2,0,40,8,17
2017,Bulgaria,Kristian Kostov,Beautiful Mess,English,Pop,Male,1,C Minor,126,51,41,21,8 dB,42,0,11,4,2
2017,Lithuania,Fusedmarc,Rain of Revolution,English,Pop,Female,1,Db Major,101,79,66,30,5 dB,4,0,12,6,
2017,Estonia,Koit Toome and Laura,Verona,English,Pop,Mix,2,D Minor,111,82,61,29,4 dB,1,0,35,3,
2017,Israel,IMRI,I Feel Alive,English,Pop,Male,1,C Minor,128,92,69,43,3 dB,2,2,5,5,23
2017,Italy,Francesco Gabbani,Occidentali's Karma,Italian,Pop,Male,1,Bb Major,114,83,67,58,4 dB,4,0,11,8,6
2017,Spain,Manel Navarro,Do It for Your Lover,"Spanish, English",Pop,Male,1,G Major,170,77,66,88,4 dB,1,0,11,5,26
2017,United Kingdom,Lucie Jones,Never Give Up on You,English,Ballad,Female,1,F Major,128,37,41,25,8 dB,40,0,32,4,15
2017,Germany,Levina,Perfect Life,English,Pop,Female,1,Eb Major,124,70,81,52,6 dB,38,0,13,5,25
2017,Ukraine,O.Torvald,Time,English,Rock,Male,1,Db Minor,102,90,57,31,5 dB,0,0,12,8,24
2017,France,Alma,Requiem,"French, English",Pop,Female,1,-,-,-,-,-,,-,-,-,-,12
2016,Finland,Sandhja,Sing It Away,English,Pop,Female,1,G Minor,126,90,65,58,5 dB,0,3,15,8,
2016,Greece,Argo,Utopian Land,"English, Greek3",Pop,Mix,4,-,-,-,-,-,,-,-,-,-,
2016,Moldova,Lidia Isac,Falling Stars,English,Pop,Female,1,Ab Major,126,82,63,30,7 dB,5,0,2,4,
2016,Hungary,Freddie,Pioneer,English,Pop,Male,1,C Minor,72,59,51,28,8 dB,0,96,11,3,19
2016,Croatia,Nina Kraljic,Lighthouse,English,Pop,Female,1,Bb Minor,116,54,60,36,5 dB,23,0,21,4,23
2016,Netherlands,Douwe Bob,Slow Down,English,Pop,Male,1,B Minor,124,79,60,62,5 dB,5,0,6,3,11
2016,Armenia,Iveta Mukuchyan,LoveWave,English,Pop,Female,1,F Minor,120,72,53,31,8 dB,8,0,11,5,7
2016,San Marino,Serhat,I Didn't Know,English,Pop,Male,1,Fs Minor,123,70,68,54,7 dB,3,0,13,5,
2016,Russia,Sergey Lazarev,You Are the Only One,English,Pop,Male,1,B Minor,128,89,63,28,5 dB,4,0,9,6,3
2016,Czech Republic,Gabriela Guncikova,I Stand,English,Pop,Female,1,G Minor,103,59,17,17,6 dB,0,0,31,4,25
2016,Cyprus,Minus One,Alter Ego,English,Rock,Male,1,Bb Minor,130,91,48,59,4 dB,1,0,10,5,21
2016,Austria,Zoe,Loin d'ici,French,Pop,Female,1,-,-,-,-,-,,-,-,-,-,13
2016,Estonia,Juri Pootsmann,Play,English,Pop,Male,1,-,-,-,-,-,,-,-,-,-,
2016,Azerbaijan,Samra,Miracle,English,Pop,Female,1,F Minor,96,76,58,34,3 dB,5,0,14,4,17
2016,Montenegro,Highway,The Real Thing,English,Pop,Male,1,-,-,-,-,-,,-,-,-,-,
2016,Iceland,Greta SalOme,Hear Them Calling,English,Pop,Female,1,D Minor,134,54,54,29,11 dB,4,0,25,8,
2016,Bosnia and Herzegovina,Dalal & Deen feat. Ana Rucner and Jala,Ljubav je,Bosnian,Pop,Mix,3,Eb Major,84,73,30,48,6 dB,34,0,9,12,
2016,Malta,Ira Losco,Walk on Water,English,Pop,Female,1,Eb Minor,124,81,38,18,5 dB,0,0,13,5,12
2016,Latvia,Justs,Heartbeat,English,Pop,Male,1,Db Major,115,55,68,52,7 dB,3,0,9,7,15
2016,Poland,Michal Szpak,Color of Your Life,English,Pop,Male,1,A Minor,83,67,49,25,5 dB,9,0,8,3,8
2016,Switzerland,Rykka,The Last of Our Kind,English,Pop,Female,1,Db Minor,81,67,57,45,5 dB,16,0,43,4,
2016,Israel,Hovi Star,Made of Stars,English,Ballad,Male,1,G Minor,70,41,43,36,7 dB,62,0,12,3,14
2016,Belarus,Ivan,Help You Fly,English,Pop,Male,1,D Minor,93,76,49,29,6 dB,0,0,15,3,
2016,Serbia,Sanja Vucic ZAA,Goodbye (Shelter),English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,18
2016,Ireland,Nicky Byrne,Sunlight,English,Pop,Male,1,G Minor,125,9,62,48,6 dB,4,0,26,3,
2016,North Macedonia,Kaliopi,Dona,Macedonian,Ballad,Female,1,G Major,132,51,52,17,7 dB,17,0,11,5,
2016,Lithuania,Donny Montell,I've Been Waiting for This Night,English,Ballad,Male,1,A Major,134,77,48,61,6 dB,0,0,31,4,9
2016,Australia,Dami Im,Sound of Silence,English,Pop,Female,1,E Minor,136,82,52,32,4 dB,34,0,10,7,2
2016,Slovenia,ManuElla,Blue and Red,English,Pop,Female,1,G Major,145,81,51,22,3 dB,9,0,35,4,
2016,Bulgaria,Poli Genova,If Love Was a Crime,"English, Bulgarian",Dance,Female,1,C Major,110,83,61,52,5 dB,2,0,22,3,4
2016,Denmark,Lighthouse X,Soldiers of Love,English,Pop,Male,3,Ab Major,127,70,65,39,7 dB,2,0,6,5,
2016,Ukraine,Jamala,1944,"English, Crimean Tatar",Pop,Female,1,Eb Major,120,51,81,47,5 dB,60,1,24,6,1
2016,Norway,Agnete,Icebreaker,English,Dance,Female,1,Fs Minor,125,72,43,18,6 dB,1,0,11,4,
2016,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,English,Rock,Male,1,-,-,-,-,-,,-,-,-,-,20
2016,Albania,Eneda Tarifa,Fairytale,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2016,Belgium,Laura Tesoro,What's the Pressure,English,Pop,Female,1,B Major,117,81,75,76,3 dB,2,0,7,10,10
2016,Italy,Francesca Michielin,No Degree of Separation,"Italian, English",Pop,Female,1,C Major,150,78,29,34,4 dB,2,0,17,4,16
2016,Sweden,Frans,If I Were Sorry,English,Pop,Male,1,A Minor,120,85,73,12,5 dB,16,1,10,5,5
2016,Germany,Jamie-Lee,Ghost,English,Pop,Female,1,Bb Minor,170,60,47,21,7 dB,33,0,7,4,26
2016,France,Amir,J'ai cherche,"French, English",Pop,Male,1,-,-,-,-,-,,-,-,-,-,6
2016,Spain,Barei,Say Yay!,English,Pop,Female,1,F Minor,125,79,63,53,6 dB,2,0,10,3,22
2016,United Kingdom,Joe and Jake,You're Not Alone,English,Pop,Male,2,E Major,128,87,53,34,5 dB,0,0,17,5,24
2015,Moldova,Eduard Romanyuta,I Want Your Love,English,Pop,Male,1,Ab Major,103,81,44,87,5 dB,3,0,15,4,
2015,Armenia,Genealogy,Face the Shadow,English,Pop,Mix,6,-,-,-,-,-,,-,-,-,-,16
2015,Belgium,Loic Nottet,Rhythm Inside,English,Pop,Male,1,G Major,90,51,82,31,5 dB,8,0,7,4,4
2015,Netherlands,Trijntje Oosterhuis,Walk Along,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,
2015,Finland,Pertti Kurikan Nimipaivat,Aina mun pitaa,Finnish,Rock,Male,1,C Major,97,85,39,80,6 dB,0,0,36,5,
2015,Greece,Maria Elena Kyriakou,One Last Breath,English,Ballad,Female,1,D Minor,69,60,22,31,7 dB,18,0,41,4,19
2015,Estonia,Elina Born & Stig Rasta,Goodbye to Yesterday,English,Pop,Mix,2,G Minor,138,83,63,70,5 dB,38,0,39,5,7
2015,North Macedonia,Daniel Kajmakoski,Autumn Leaves,English,Pop,Male,1,C Major,120,64,60,40,8 dB,63,0,9,3,
2015,Serbia,Bojana Stamenov,Beauty Never Lies,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,10
2015,Hungary,Boggie,Wars for Nothing,English,Pop,Female,1,D Major,97,15,45,22,12 dB,83,0,16,3,20
2015,Belarus,Uzari & Maimuna,Time,English,Pop,Male,1,G Minor,130,84,56,51,4 dB,10,0,27,4,
2015,Russia,Polina Gagarina,A Million Voices,English,Pop,Female,1,G Major,76,66,43,32,4 dB,18,0,17,3,2
2015,Denmark,Anti Social Media,The Way You Are,English,Pop,Male,1,C Major,125,78,58,84,2 dB,9,0,24,3,
2015,Albania,Elhaida Dani,I'm Alive,English,Pop,Female,1,-,-,-,-,-,,-,-,-,-,17
2015,Romania,Voltaj,De la capat,"Romanian, English",Pop,Male,1,E Major,98,56,57,16,6 dB,49,0,13,3,15
2015,Georgia,Nina Sublatti,Warrior,English,Pop,Female,1,F Minor,141,91,46,39,4 dB,1,0,22,10,11
2015,Lithuania,Monika Linkyte & Vaidas Baumila,This Time,English,Pop,Mix,2,Ab Major,131,87,56,32,6 dB,0,0,11,6,18
2015,Ireland,Molly Sterling,Playing with Numbers,English,Ballad,Female,1,C Major,79,49,56,24,6 dB,27,0,30,3,
2015,San Marino,Anita Simoncini & Michele Perniola,Chain of Lights,English,Pop,Mix,2,-,-,-,-,-,,-,-,-,-,
2015,Montenegro,Knez,Adio,Montenegrin,Traditional,Male,1,Fs Minor,95,56,34,29,8 dB,63,0,6,3,13
2015,Malta,Amber,Warrior,English,Ballad,Female,1,-,-,-,-,-,,-,-,-,-,
